id,add,datetime,time_casa,time_fora,bethouse1,mercado1,valor1,odd1,aposta1,resultado1,bethouse2,mercado2,valor2,odd2,aposta2,resultado2,bethouse3,mercado3,valor3,odd3,aposta3,resultado3,lucro_estimado,lucro_per_estimado,lucroReal,lucro_perReal,esporte
217,2023-05-10 13:03:28,2023-05-10 14:00:00,Sevilla FC,Barcelona,Pinnacle,AH2,-3.0,2.16,21.0,loss,FavBet,AH1,3.0,2.0,22.0,win,,,,0.0,0.0,,1.9,3.0,1.0,0.0232558139534883,Soccer
218,2023-05-10 13:08:47,2023-05-12 12:59:00,Skra Czestochowa,Gornik Leczna,BetFair,DNB1,,2.4,10.0,,Pinnacle,AH2,0.0,1.884,13.1,,,,,0.0,0.0,,1.2,5.0,,,Soccer
219,2023-05-10 15:11:13,2023-05-12 15:00:00,Deinze,FCV Dender EH,Bet365,TO,9.0,1.975,35.0,,Pinnacle,TU,9.0,2.17,32.67,,,,,0.0,0.0,,2.33,3.0,,,Soccer
220,2023-05-10 15:23:20,2023-05-10 15:45:00,Rangers (W),Partick Thistle (W),BetFair,Not,,1.55,19.0,win,Ex BetFair,Lay,,1.45,9.94,loss,,,,0.0,0.0,,0.92,3.0,0.51,0.0176226675881133,Soccer
221,2023-05-10 15:38:05,2023-05-13 06:30:00,Hume City,Dandenong Thunder,VBet,AH2,0.0,2.1,18.0,loss,FavBet,AH1,0.0,2.11,18.0,loss,,,,0.0,0.0,,1.9,5.0,-36.0,-1.0,Soccer
222,2023-05-10 15:50:51,2023-05-12 15:45:00,Waterford,Cobh Ramblers,FavBet,AH2,2.0,1.68,33.0,,Pinnacle,AH1,-2.0,2.77,20.07,,,,,0.0,0.0,,2.43,4.0,,,Soccer
223,2023-05-10 16:52:35,2023-05-11 19:00:00,Coritiba,CR Vasco da Gama,VBet,AH1,0.5,1.546,51.47,win,VBet,2,,2.68,29.0,loss,,,,0.0,0.0,,-1.59,-1.0,-0.9,-0.0111842922828383,Soccer
224,2023-05-10 19:04:15,2023-05-10 20:00:00,ODDIK,RED Canids,Pinnacle,WinLeastOneOfPer2,,1.632,5.51,loss,Bet365,Not,,4.5,2.0,win,,,,0.0,0.0,,1.48,19.0,1.49,0.1984021304926764,E-sports
225,2023-05-10 19:05:46,2023-05-10 20:00:00,ODDIK,RED Canids,Pinnacle,WinLeastOneOfPer1,,2.15,5.25,win,Bet365,Not,,2.62,4.0,loss,,,,0.0,0.0,,1.73,18.0,2.04,0.2205405405405405,E-sports
226,2023-05-11 02:46:36,2023-05-12 14:30:00,Mecklenburg Schwerin,Schwerin,Pinnacle,AH2,-0.5,1.925,22.75,,Bet365,X,,5.0,8.75,,Bet365,1,,5.0,8.0,,3.5,8.0,,,Soccer
227,2023-05-11 02:48:36,2023-05-12 14:30:00,Traiskirchen FCM,Wiener Viktoria,Bet365,DNB1,,2.2,14.0,,Pinnacle,AH2,0.0,2.01,16.0,,,,,0.0,0.0,,1.45,4.0,,,Soccer
228,2023-05-11 02:52:53,2023-05-11 18:00:00,West Ham,AZ,FavBet,TO,4.0,2.29,15.3,return,Bet365,TU,4.0,2.0,17.0,return,,,,0.0,0.0,,2.25,6.0,0.0,0.0,Soccer
229,2023-05-11 02:55:13,2023-05-12 12:00:00,SK Kvitkovice,Velke Mezirici,FavBet,TO1,1.5,1.83,13.55,,Pinnacle,TU1,1.5,2.42,10.25,,NaN,NaN,,0.0,0.00,,1.00,4.2,,,Soccer
230,2023-05-11 02:59:22,2023-05-12 14:30:00,Vasalunds IF,IFK Stocksund,FavBet,TO,3.0,2.07,21.0,,Pinnacle,TU,3.0,2.19,19.88,,,,,0.0,0.0,,2.62,6.0,,,Soccer
231,2023-05-11 03:07:22,2023-05-12 05:00:00,Dominic Thiem,Dino Prizmic,FavBet,2,,4.8,8.0,loss,Pinnacle,1,,1.413,30.17,win,,,,0.0,0.0,,3.57,9.0,4.46,0.116845690332722,Tennis
232,2023-05-11 03:15:48,2023-05-12 05:00:00,Dominic Thiem,Dino Prizmic,Bet365,2,,4.33,6.0,loss,Pinnacle,1,,1.386,115.0,win,Pinnacle,2,,3.41,39.0,loss,-0.7,0.0,-0.61,-0.0038125,Tennis
233,2023-05-11 03:26:40,2023-05-13 13:00:00,Sparta Prague,Slavia Prague,Pinnacle,2,,2.73,36.0,,Pinnacle,AH2,0.0,2.05,43.0,,Bet365,AH1,0.25,1.85,102.0,,6.84,3.0,,,Soccer
234,2023-05-11 03:43:50,2023-05-13 01:30:00,New Lambton,Lake Macquarie City,FavBet,TO,3.5,2.07,10.0,,Pinnacle,TU,3.5,2.34,9.3,,,,,0.0,0.0,,1.9,9.0,,,Soccer
235,2023-05-11 04:03:59,2023-05-14 08:00:00,Coventry City,Middlesbrough,VBet,1,,2.49,8.0,,Pinnacle,AH2,0.5,1.917,10.87,,,,,0.0,0.0,,1.6,8.0,,,Soccer
236,2023-05-11 04:05:24,2023-05-13 11:30:00,Chaves,Pacos Ferreira,Pinnacle,AH2,1.5,2.03,86.21,,Bet365,EH1,-1.0,2.5,70.0,,,,,0.0,0.0,,18.8,12.0,,,Soccer
237,2023-05-11 04:08:05,2023-05-14 16:15:00,Vikingur Reykjavik,FH Hafnarfjordur,Pinnacle,AH2,2.5,2.23,17.98,,Bet365,EH1,-2.0,2.1,19.0,,,,,0.0,0.0,,3.03,8.0,,,Soccer
238,2023-05-11 04:19:28,2023-05-14 07:15:00,Vitesse,Cambuur Leeuwarden,Bet365,TO,5.0,1.9,31.0,,Bet365,TU,5.0,1.9,31.11,,,,,0.0,0.0,,-3.11,-5.0,,,Soccer
239,2023-05-11 04:21:05,2023-05-14 07:15:00,Vitesse,Cambuur Leeuwarden,Pinnacle,AH1,-5.0,2.37,24.0,,Pinnacle,AH2,5.0,1.578,37.46,,,,,0.0,0.0,,-3.29,-5.0,,,Soccer
240,2023-05-11 04:27:00,2023-05-12 12:30:00,Pribram,SFC Opava,Pinnacle,AH1,0.0,1.877,11.47,win,BetFair,DNB2,,2.4,8.0,loss,,,,0.0,0.0,,1.09,5.0,2.06,0.1058038007190549,Soccer
241,2023-05-11 04:38:29,2023-05-14 07:00:00,Metalist Kharkiv,FC Zorya Luhansk,FavBet,TU,3.0,2.2,26.0,,VBet,TO,2.75,1.82,22.0,,VBet,TU,3.5,2.7,6.0,,2.89,6.0,,,Soccer
242,2023-05-11 04:42:28,2023-05-14 07:00:00,Metalist Kharkiv,FC Zorya Luhansk,VBet,TO,2.5,4.57,5.0,,FavBet,TU,2.5,1.37,17.5,,,,,0.0,0.0,,1.2,5.0,,,Soccer
243,2023-05-11 04:43:55,2023-05-12 16:15:00,Grindavik,Grotta,BetFair,TO2,1.5,2.8,7.0,,Pinnacle,TU2,1.5,1.854,12.07,,,,,0.0,0.0,,2.31,11.0,,,Soccer
244,2023-05-11 04:47:59,2023-05-14 09:30:00,Sturm Graz,Austria Klagenfurt,Bet365,AH2,4.0,1.95,18.0,,Pinnacle,AH1,-4.0,2.28,15.75,,,,,0.0,0.0,,1.75,5.0,,,Soccer
245,2023-05-11 04:51:29,2023-05-14 07:00:00,Metalist Kharkiv,Zorya,FavBet,TU,3.0,2.2,23.9,,Bet365,TO,2.5,1.666,17.0,,BetFair,TO,3.5,2.5,9.0,,1.93,1.0,,,Soccer
246,2023-05-11 05:07:26,2023-05-14 16:00:00,Union La Calera,Coquimbo Unido,Pinnacle,AH2,0.0,2.18,20.55,,Bet365,AH1,0.5,1.85,13.0,,Bet365,1,,2.2,9.0,,1.8,1.0,,,Soccer
