id,add,datetime,time_casa,time_fora,bethouse1,mercado1,valor1,odd1,aposta1,resultado1,bethouse2,mercado2,valor2,odd2,aposta2,resultado2,bethouse3,mercado3,valor3,odd3,aposta3,resultado3,lucro_estimado,lucro_per_estimado,lucroReal,lucro_perReal,esporte
107,2023-05-04 04:49:12,2023-05-04 04:00:00,Ulaanbaatar City FC,Khoromkhon Klub,BetFair,TO,5.5,3.05,7.01,win,Ex BetFair,Lay,5.5,2.6,13.5,loss,,,,0.0,0.0,,0.85,4.24,0.87,0.0424183325207216,Football
108,2023-05-04 04:52:43,2023-05-04 04:00:00,Ulaanbaatar City,Khoromkhon,BetWay,DNB2,,4.75,5.54,loss,BetFair,DNB1,,1.35,19.5,win,,,,0.0,0.0,,1.31,5.17,1.29,0.051517571884984,Football
109,2023-05-04 04:55:52,2023-05-05 04:30:00,Wiener SK,ASV Drassburg,Bet365,AH2,1.0,1.825,10.0,return,FavBet,AH1,-1.0,2.61,6.99,return,,,,0.0,0.0,,1.26,7.39,-0.0,-0.0,Soccer
110,2023-05-04 04:59:35,2023-05-04 15:45:00,Udinese,Napoli,VBet,TU2,5.0,2.52,60.4,loss,BetFair,TO2,4.5,1.55,59.2,win,BetFair,TO2,4.5,2.05,29.45,win,3.11,2.09,3.08,0.0206642066420664,Football
111,2023-05-04 05:03:22,2023-05-04 05:00:00,Emma Navarro,Amandine Hesse,FavBet,AH2,6.0,3.0,22.5,loss,VBet,AH1,-6.0,1.6,42.2,win,,,,0.0,0.0,,2.8,4.34,2.82,0.0435857805255023,Tennis
112,2023-05-04 07:09:09,2023-05-04 07:05:00,SG Flensburg Handewitt,MT Melsungen,FavBet,1,,1.39,30.0,win,BetWay,X,,12.0,3.4,loss,Bet365,2,,7.0,5.83,loss,2.2,5.83,2.47,0.0629620188631149,Handball
113,2023-05-04 07:12:05,2023-05-07 07:00:00,Sandvikens IF,Vasalunds IFSandvikens IF,FavBet,AH1,-1.0,2.2,18.75,loss,Pinnacle,AH2,1.0,2.17,19.01,win,,,,0.0,0.0,,3.49,9.24,3.49,0.09242584745762711,Soccer
114,2023-05-04 07:19:29,2023-05-07 07:00:00,Sandvikens IF,Vasalunds IFSandvikens IF,FavBet,AH1,-1.5,2.6,14.06,loss,FavBet,1,,1.6,26.05,loss,Pinnacle,AH2,1.0,2.14,36.56,win,1.87,5.39,1.57,0.02047737054910656,Soccer
115,2023-05-04 07:48:20,2023-05-04 07:00:00,FC Kairat Academy,Akademiya Ontustik,BetFair,TO,4.5,2.3,11.0,loss,VBet,TU,4.5,2.06,12.3,win,,,,0.0,0.0,,2.0,8.67,2.04,0.0875536480686695,Soccer
116,2023-05-04 07:52:01,2023-05-05 07:00:00,FBK Karlstad,Saffle SK FBK Karlstad,VBet,AH1,0.0,1.82,15.45,win,FavBet,AH2,0.5,1.95,6.5,loss,FavBet,2,,3.7,4.17,loss,2.0,7.64,2.0,0.0765696784073507,Soccer
117,2023-05-04 07:57:15,2023-05-04 15:00:00,Guarani,Independente FC,BetFair,Not,,1.95,6.08,loss,Pinnacle,TO2,0.5,2.56,4.63,win,,,,0.0,0.0,,1.17,10.67,1.14,0.1064425770308123,Soccer
118,2023-05-04 07:58:42,2023-05-04 15:00:00,Tanabi,America SP,FavBet,AH2,0.0,2.59,7.08,loss,Pinnacle,AH1,0.0,1.97,9.31,win,,,,0.0,0.0,,1.98,11.91,1.95,0.1189749847467968,Soccer
119,2023-05-04 08:05:42,2023-05-05 08:00:00,FBK Karlstad,Saffle FF,FavBet,TU1,2.0,1.93,12.1,win,VBet,TO1,1.5,1.87,6.0,loss,VBet,TO1,2.5,3.6,3.35,loss,1.87,8.72,1.9,0.08857808857808856,Soccer
120,2023-05-04 08:11:46,2023-05-04 08:05:00,SG Flensburg Handewitt,MT Melsungen,Bet365,DNB2,,6.75,3.65,loss,FavBet,1X,,1.23,17.06,win,FavBet,1,,1.37,2.66,win,-14.54,-40.91,1.25,0.0534873769790329,Handball
121,2023-05-04 08:29:37,2023-05-06 08:30:00,PK Keski-Uusimaa,FC FuturaPK Keski-Uusimaa,Pinnacle,AH2,1.0,2.12,9.76,loss,FavBet,AH1,-1.0,2.19,9.45,win,,,,0.0,0.0,,1.48,7.73,1.49,0.07756376887038001,Soccer
122,2023-05-04 08:42:34,2023-05-04 08:25:00,Cambodia,Philippines,FavBet,DNB1,,1.4,17.0,win,VBet,DNB2,,4.33,5.25,loss,,,,0.0,0.0,,1.25,5.79,1.55,0.0696629213483146,Volleyball
123,2023-05-04 10:08:18,2023-05-04 15:00:00,Guarani SP U20,Independente U20,BetFair,TO,3.5,1.3,25.48,win,Ex BetFair,Lay,3.5,1.08,2.61,loss,,,,0.0,0.0,,5.03,17.96,5.03,0.179067283730865,Football
124,2023-05-04 10:10:31,2023-05-04 10:00:00,Esteghlal Mollasani,Shahrdari Astara,FavBet,AH2,0.0,2.67,13.47,return,Pinnacle,AH1,0.0,1.766,20.03,return,,,,0.0,0.0,,1.68,6.09,0.0,0.0,Soccer
125,2023-05-04 10:13:43,2023-05-04 15:45:00,Udinese,SSC Napoli,BetFair,TO2,6.5,2.8,23.95,loss,VBet,TU2,6.5,1.63,41.14,win,,,,0.0,0.0,,1.97,3.03,1.97,0.0302657858349976,Soccer
126,2023-05-04 10:50:13,2023-05-04 10:00:00,Esteghlal Mollasani,Shahrdari Astara,BetWay,2,,5.0,3.46,loss,Pinnacle,AH1,0.5,1.334,13.0,win,,,,0.0,0.0,,0.8,5.14,0.88,0.0534629404617253,Soccer
127,2023-05-04 10:52:02,2023-05-04 10:55:00,Bursa B.Sehir Beledie,Galatasaray,Bet365,1,,2.62,9.35,win,FavBet,2,,1.85,13.24,loss,,,,0.0,0.0,,1.34,8.07,1.91,0.0845506861443116,Volleyball
128,2023-05-04 11:43:35,2023-05-04 11:00:00,G2 Esports,PSG Talon,Ex BetFair,1,,1.46,34.0,win,Bet365,2,,4.0,11.67,loss,,,,0.0,0.0,,2.52,5.07,3.97,0.0869279614626669,E-Sports
129,2023-05-04 14:34:14,2023-05-06 14:00:00,Laos Women,Thailand Women,FavBet,TO,5.0,2.12,10.04,win,Bet365,TU,5.5,2.1,10.15,loss,,,,0.0,0.0,,1.09,5.5,1.09,0.053987122337790995,Soccer
130,2023-05-04 14:37:14,2023-05-08 14:15:00,Fylkir,BreidablikFylkir,FavBet,TO1,1.5,4.5,8.2,,BetFair,TU1,1.5,1.35,27.27,,,,,0.0,0.0,,1.43,3.9,,,Football
131,2023-05-04 15:16:33,2023-05-05 15:00:00,CSM Bacau,Scm Politehnica Timisoara,BetFair,AH1,-2.5,2.0,5.79,win,Pinnacle,AH2,2.5,2.33,5.22,loss,,,,0.0,0.0,,0.88,7.6,0.57,0.05177111716621253,Handball
132,2023-05-04 17:01:34,2023-05-06 10:00:00,Malaysia,Philippines,FavBet,AH1,3.5,2.22,4.7,win,Bet365,AH1,4.5,2.1,15.91,win,VBet,AH2,-4.25,2.1,20.88,loss,0.76,7.89,2.35,0.05664015425403713,Soccer
133,2023-05-04 17:03:39,2023-05-08 17:15:00,Fylkir Reykjavik,Breidablik Kopavogur,Pinnacle,AH2,-1.75,2.42,29.79,,FavBet,AH1,1.75,1.88,38.35,,,,,0.0,0.0,,3.95,5.8,,,Soccer
134,2023-05-04 17:05:58,2023-05-08 17:15:00,Fylkir Reykjavik,Breidablik Kopavogur,Pinnacle,AH2,-1.25,1.884,30.8,,FavBet,AH1,1.25,2.39,24.28,,,,,0.0,0.0,,2.95,5.36,,,Soccer
135,2023-05-04 17:15:19,2023-05-08 17:15:00,Fylkir Reykjavik,Breidablik Kopavogur,Pinnacle,AH2,-1.0,1.719,29.28,,FavBet,AH1,1.0,2.89,17.86,,,,,0.0,0.0,,3.73,7.79,,,Soccer
136,2023-05-04 17:16:53,2023-05-08 17:15:00,Fylkir Reykjavik,Breidablik Kopavogur,Pinnacle,AH2,-2.0,2.98,29.3,,FavBet,AH1,2.0,1.63,53.57,,,,,0.0,0.0,,4.44,5.36,,,Soccer
137,2023-05-04 17:19:09,2023-05-08 17:15:00,Fylkir Reykjavik,Breidablik Kopavogur,Pinnacle,AH2,-2.0,2.98,9.68,,Pinnacle,AH2,-1.5,2.13,20.3,,FavBet,AH1,1.75,1.88,38.35,,5.02,21.07,,,Soccer
138,2023-05-04 17:22:03,2023-05-08 17:15:00,Fylkir Reykjavik,Breidablik Kopavogur,Pinnacle,AH2,-1.25,1.884,58.06,,FavBet,AH1,1.5,2.08,31.25,,FavBet,AH1,1.0,2.89,15.36,,6.56,6.38,,,Soccer
139,2023-05-04 20:14:41,2023-05-06 08:00:00,FC Aktobe,FK Aksu,FavBet,AH2,2.0,2.01,17.82,win,Pinnacle,AH1,-2.0,2.19,16.36,loss,,,,0.0,0.0,,1.64,4.81,1.64,0.04798127559976594,Soccer
140,2023-05-04 20:18:39,2023-05-05 07:00:00,Bashundhara Kings,Muktijoddha SKC,FavBet,AH1,-2.0,2.13,9.96,win,VBet,AH2,2.0,2.43,8.73,loss,,,,0.0,0.0,,2.52,13.48,2.52,0.1348314606741573,Soccer
141,2023-05-05 01:10:58,2023-05-05 05:15:00,Pascoe Vale U21,Brunswick City U21,VBet,TU,4.0,1.82,11.1,loss,BetFair,TO,3.5,1.95,4.67,win,BetFair,TO,4.5,3.2,3.3,win,0.96,5.02,0.6,0.03146303093864709,Football
142,2023-05-05 01:15:32,2023-05-06 13:00:00,CD Laredo,Burgos Promesas,Pinnacle,AH2,0.5,2.2,19.05,win,FavBet,1,,2.16,19.4,loss,,,,0.0,0.0,,3.46,8.99,3.46,0.08998699609882964,Soccer
143,2023-05-05 01:17:16,2023-05-06 13:00:00,CD Laredo,Burgos Promesas,Pinnacle,AH2,0.5,2.17,19.3,win,FavBet,AH1,0.5,2.16,19.4,loss,,,,0.0,0.0,,3.18,8.24,3.18,0.08217054263565891,Soccer
144,2023-05-05 01:56:28,2023-05-06 12:00:00,TJ Slovan Velvary,Pardubice B,BetFair,X2,,3.5,8.69,loss,VBet,1,,1.49,20.4,win,,,,0.0,0.0,,1.32,4.52,1.31,0.04503265727053971,Football
145,2023-05-05 02:31:13,2023-05-05 04:30:00,Western Springs,Manurewa AFC,Bet365,AH2,-0.5,2.05,14.3,win,VBet,X,,4.7,6.3,loss,FavBet,1,,4.1,7.26,loss,1.67,5.84,1.45,0.052045944005743,Soccer
146,2023-05-05 03:10:46,2023-05-05 08:30:00,Thanasi Kokkinakis,Laslo Djere,FavBet,TO,12.5,4.75,11.75,loss,Bet365,TU,12.5,1.33,42.0,win,,,,0.0,0.0,,2.06,3.88,2.11,0.03925581395348837,Tennis
147,2023-05-05 05:40:06,2023-05-08 16:00:00,Nottingham Forest,Southampton,Pinnacle,TO,3.5,1.613,10.61,,BetWay,TU,3.5,3.1,5.0,,,,,0.0,0.0,,0.98,6.08,,,Soccer
148,2023-05-05 07:09:09,2023-05-08 06:00:00,Dominik Palan,Emilio Gomez,Pinnacle,2,,1.429,85.08,win,FavBet,1,,3.85,31.0,loss,,,,0.0,0.0,,4.92,4.0,5.5,0.04738111647139904,Tennis
149,2023-05-05 05:25:35,2023-05-05 15:30:00,Bayer Leverkusen,FC Koln,FavBet,TO,4.5,2.31,10.31,win,Pinnacle,TU,4.5,1.943,12.0,loss,,,,0.0,0.0,,1.25,5.0,1.51,0.0676826535186015,Soccer
150,2023-05-05 05:06:01,2023-05-06 05:00:00,CSM Slatina,Baia Mare,Pinnacle,AH1,0.0,1.492,27.0,win,FavBet,AH2,0.5,2.12,7.0,loss,FavBet,2,,5.6,4.0,loss,2.23,2.0,2.28,0.06,Soccer
151,2023-05-06 07:09:52,2023-05-06 06:15:00,Moreton Bay United FC,Brisbane Roar FC,Pinnacle,AH2,0.0,3.21,21.0,loss,VBet,AH1,0.0,1.56,44.53,win,,,,0.0,0.0,,3.29,4.0,3.94,0.060125133526629,Soccer
152,2023-05-06 08:13:41,2023-05-06 08:00:00,FC Aktobe,FK Aksu,Pinnacle,AH1,-2.0,2.56,13.0,loss,FavBet,AH2,2.0,2.01,17.82,win,,,,0.0,0.0,,4.0,12.0,5.0,0.1622323166774821,Soccer
153,2023-05-08 06:27:06,2023-05-08 15:55:00,BIG Academy,reveal,Bet365,DNB1,,1.2,23.0,,BetWay,X,,3.9,1.18,,BetWay,2,,20.0,1.0,,2.04,7.0,,,Esports
154,2023-05-08 06:31:29,2023-05-08 15:55:00,BIG Academy,Reveal,Bet365,DNB1,,1.2,47.0,,Pinnacle,AH2,0.5,3.23,2.93,,Pinnacle,2,,18.85,2.49,,3.98,4.0,,,E-sports
155,2023-05-08 06:33:15,2023-05-08 11:00:00,Birmingham,Sheffield United,Pinnacle,TO,3.5,2.21,20.16,,FavBet,TU,3.5,2.02,22.0,,,,,0.0,0.0,,2.33,5.0,,,Soccer
156,2023-05-08 06:35:45,2023-05-11 09:00:00,Cloud9,Bilibili,Bet365,AH2,-1.5,1.9,8.59,,BetWay,AH1,2.95,2.95,5.0,,,,,0.0,0.0,,2.2,15.0,,,Esports
157,2023-05-08 07:18:42,2023-05-10 23:00:00,LA Galaxy,Seattle Sounders,FavBet,1,,2.62,34.0,,Ex BetFair,Lay,,2.3,52.0,,,,,0.0,0.0,,3.34,3.0,,,Soccer
158,2023-05-08 07:21:29,2023-05-10 23:00:00,LA Galaxy,Seattle Sounders,FavBet,AH1,-0.5,2.6,35.0,,Ex BetFair,Lay,,2.26,52.48,,,,,0.0,0.0,,3.78,4.0,,,Soccer
159,2023-05-08 07:23:47,2023-05-10 20:00:00,FC Cincinnati,New York City FC,FavBet,1,,2.42,39.0,,Ex BetFair,Lay,,2.16,53.08,,,,,0.0,0.0,,3.17,3.0,,,Soccer
160,2023-05-08 07:25:55,2023-05-10 20:00:00,FC Cincinnati,New York City FC,FavBet,AH1,-0.5,2.41,39.0,,Ex BetFair,Lay,,2.16,53.0,,,,,0.0,0.0,,3.01,3.0,,,Soccer
161,2023-05-08 09:44:30,2023-05-08 11:00:00,Fulham,Leicester,BetFair,TO1,4.5,2.3,22.63,,VBet,TU1,4.5,1.92,27.0,,,,,0.0,0.0,,2.31,4.0,,,Football
162,2023-05-08 09:47:36,2023-05-08 14:00:00,Pecsi MFC,MTK Budapest,VBet,AH2,0.25,1.8,26.0,,Pinnacle,X,,3.5,3.0,,Bet365,1,,2.75,18.0,,-9.68,-17.0,,,Soccer
163,2023-05-08 09:54:09,2023-05-10 20:00:00,FC Cincinnati,New York City,FavBet,1,,2.36,41.0,,Ex BetFair,Lay,,2.1,52.76,,,,,0.0,0.0,,3.49,3.0,,,Soccer
164,2023-05-08 09:55:49,2023-05-10 20:00:00,FC Cincinnati,New York City,FavBet,1,,2.35,41.0,,Ex BetFair,Lay,,2.12,53.37,,,,,0.0,0.0,,2.88,3.0,,,Soccer
165,2023-05-08 10:05:33,2023-05-08 11:00:00,Luton Town,Hull,FavBet,AH2,1.0,1.77,146.0,,Pinnacle,AH1,-1.0,2.9,91.0,,,,,0.0,0.0,,23.33,9.0,,,Soccer
166,2023-05-08 13:36:43,2023-05-08 16:00:00,Nottingham Forest,Southampton,FavBet,TO,4,2.05,32,,Pinnacle,TU,4,2.15,30.65,,,,,0.0,0.0,,3.1,4,,,Soccer
167,2023-05-08 13:39:47,2023-05-14 07:30:00,CS Mioveni,UTA Arad,Pinnacle,AH1,0.5,2.84,40.78,,BetFair,2,,1.6,72,,,,,0.0,0.0,,2.66,2,,,Soccer
168,2023-05-08 18:52:56,2023-05-08 20:00:00,Santa Cruz,Iguatu,FavBet,TO,3,2.45,15.3,,Bet365,TU,3,1.875,20,,,,,0.0,0.0,,2.2,6,,,Soccer
169,2023-05-09 02:26:13,2023-05-10 14:00:00,Babelsberg,Germania Halberstadt,VBet,1,,1.36,30,,BetFair,X2,,4.5,9,,,,,0.0,0.0,,1.8,4,,,Soccer
170,2023-05-09 02:50:21,2023-05-09 06:55:00,Indonesia,Thailand,Pinnacle,AH1,2.5,6.66,10.5,,Bet365,AH2,2.5,1.25,56,,,,,0.0,0.0,,3.45,5,,,Volleyball
171,2023-05-09 03:03:35,2023-05-09 06:30:00,Hume City,Keilor Wolves,FavBet,ScoreBoth,,2.74,6,,BetFair,Not,,2.1,9,,VBet,ScoreBoth,,2.23,1,,-5.14,-22,,,Soccer
172,2023-05-09 03:07:59,2023-05-09 06:30:00,Hume City,Keilor Wolves SC,BetFair,TO,3.5,1.5,23.55,,VBet,TU,3.5,3.4,10,,,,,0.0,0.0,,1.4,4,,,Soccer
173,2023-05-09 03:52:34,2023-05-09 06:30:00,Sutherland Sharks,Apia Leichhardt Tigers,Pinnacle,AH2,-1,2.22,16.18,,Bet365,AH1,1,1.95,18,,,,,0.0,0.0,,1.32,3,,,Soccer
174,2023-05-09 04:02:12,2023-05-09 06:00:00,Myanmar (W),Malaysia (W),Ex BetFair,ScoreBoth,,3.25,8.02,,BetFair,Not,,1.72,14,,,,,0.0,0.0,,2.4,10,,,Soccer
